method,testcase,nconf,nunique,time
crest,pdb_2QZK,651,558,223.546742758248
crest,csd_YIVNOG,9648,7567,9177.857514163014
crest,pdb_3M6G,33491,25859,11737.76944840001
crest,pdb_1NWX,14000,10214,3543.4670468731783
crest,pdb_2IYA,5597,4505,7935.9245391367
crest,csd_RECRAT,396,275,272.4520888417028
crest,csd_FINWEE10,24334,19255,6056.839296627324
crest,csd_RULSUN,17226,12885,4530.699079303071
crest,pdb_2C6H,3159,2339,739.9287078571506
crest,csd_MIWTER,20073,14457,3972.035368230194
