Sampling method,testcase,Conformations generated,Unique conformers generated,time,thread_avg,Duplicates after optimization,Incorrect topology after optimization,High-energy conformations (>15 kcal/mol),Low-energy conformations (<15 kcal/mol),"Time per unique
low-energy conformer, s","Time per unique
conformer, s"
RDKit,csd_JOKSAD,9404,9325,600.0752653777599,1.0,1270,0,4370,3685,0.16284267717171233,0.07449723964962879
RDKit,csd_CAHWEN,1797,1797,600.1936482489109,1.0,3,0,1794,0,inf,0.3345561027028489
RDKit,csd_MECBOL,13652,13453,600.0464904569089,1.0,10021,0,3423,9,66.67183227298989,0.17483872099560283
RDKit,csd_DALPUC,2331,2330,600.1039524264634,1.0,203,0,2127,0,inf,0.28213631989960664
RDKit,csd_NITFEB,4824,4810,600.047233812511,1.0,221,1,4189,399,1.5038777789787243,0.13078623230438338
RDKit,csd_YAGKOG,305,305,601.7070803120732,1.0,0,0,305,0,inf,1.9728100993838467
RDKit,pdb_2C6H,2854,2854,600.1491231918335,1.0,11,0,2797,46,13.046720069387685,0.21109712388034946
RDKit,pdb_2GPL,1996,1996,600.2932790424675,1.0,142,0,1485,369,1.62681105431563,0.32378278265505256
RDKit,pdb_1PKF,4474,4474,600.0731990672648,1.0,2,0,3400,1072,0.5597697752493141,0.13418452573060483
RDKit,pdb_1PPJ,3500,3496,600.1286553889513,1.0,97,0,2738,661,0.9079102199530277,0.17656035757250702
RDKit,pdb_1YXQ,151,151,600.2639256287366,1.0,0,0,144,7,85.7519893755338,3.9752577856207725
RDKit,csd_RASTIO,8687,8647,600.0274952724576,1.0,4223,0,4419,5,120.00549905449152,0.13563008482650488
RDKit,pdb_3K5C,2451,2451,600.310510341078,1.0,11,0,1739,701,0.8563630675336349,0.2460288976807697
RDKit,csd_MALVAL10,938,938,600.5801345594227,1.0,0,0,938,0,inf,0.6402773289546084
RDKit,pdb_2WHW,4541,4541,600.1110189203173,1.0,61,0,2680,1800,0.3333950105112874,0.1339533524375708
RDKit,csd_ABOMOT,522,522,600.9975764844567,1.0,0,0,522,0,inf,1.1513363534184993
RDKit,csd_DACMAW,1797,1797,600.0927806049585,1.0,0,0,1796,1,600.0927806049585,0.33394144719252006
RDKit,pdb_1YET,2085,2079,600.1957723330706,1.0,90,0,1982,7,85.74225319043866,0.30175755270642063
RDKit,csd_MIWTER,1235,1235,600.9806477613747,1.0,0,0,1235,0,inf,0.4866240062845139
RDKit,pdb_7UPJ,5001,4085,600.0737835429609,1.0,2349,0,610,1126,0.5329252074093791,0.3456646218565443
RDKit,csd_YUPBAN01,309,309,600.3506365604699,1.0,0,0,309,0,inf,1.942882318965922
RDKit,pdb_1NWX,987,987,600.4938385244459,1.0,0,0,981,6,100.08230642074098,0.6084030785455379
RDKit,csd_FEGJAD,2036,2036,600.1690194886178,1.0,68,0,1963,5,120.03380389772356,0.3049639326669806
RDKit,csd_KIVDIC,2315,2315,600.1473008990288,1.0,112,0,2202,1,600.1473008990288,0.27242274212393497
RDKit,csd_XAGYAG,4091,3942,600.4284208789468,1.0,1066,0,2761,115,5.2211167032951895,0.20877205176597594
RDKit,csd_OHUXEU,982,982,600.447317654267,1.0,2,1,974,5,120.0894635308534,0.6133271886151859
RDKit,csd_CTILIH10,290,290,601.0306967329234,1.0,0,0,290,0,inf,2.0725196439066322
RDKit,csd_FIVSAE,5870,5557,600.040474044159,1.0,3933,0,1623,1,600.040474044159,0.36948305051980235
RDKit,pdb_2Q0R,728,728,600.2507264968008,1.0,0,0,718,10,60.02507264968008,0.8245202287043967
XTB metadynamics,csd_OHIFAM,104,104,603.7154829148203,1.0,1,0,82,21,28.748356329277158,5.861315368105052
XTB metadynamics,csd_KAQJAN,203,203,602.482719508931,1.0,1,0,70,132,4.564263026582811,2.9825877203412428
XTB metadynamics,pdb_1NT1,190,190,602.3918526191264,1.0,6,0,140,44,13.690723923161965,3.2738687642343827
XTB metadynamics,pdb_3DV1,154,154,602.3400166835636,1.0,0,0,100,54,11.154444753399325,3.91129880963353
XTB metadynamics,pdb_2VZM,135,135,602.6093381084502,1.0,7,0,92,36,16.739148280790282,4.707885453972267
XTB metadynamics,pdb_3DV5,139,139,602.6441652085632,1.0,0,0,125,14,43.04601180061166,4.335569533874556
XTB metadynamics,csd_GIHKOX10,57,57,605.8904166836292,1.0,0,0,53,4,151.4726041709073,10.629656433046126
XTB metadynamics,pdb_1QPL,63,63,605.5770981237292,1.0,0,0,47,16,37.84856863273308,9.612334890852845
XTB metadynamics,csd_CHPSAR,196,196,602.4908499475569,1.0,18,0,108,70,8.607012142107955,3.384780055885151
XTB metadynamics,csd_GAFSEL,232,232,602.327710269019,1.0,0,0,215,17,35.43104178053053,2.5962401304699094
XTB metadynamics,csd_ACICOE,70,70,604.0625363327563,1.0,0,0,66,4,151.01563408318907,8.629464804753662
XTB metadynamics,pdb_1QPF,61,61,605.1125508304685,1.0,0,0,49,12,50.426045902539045,9.919877882466697
XTB metadynamics,csd_PAPGAP,199,199,602.516749067232,1.0,41,0,113,45,13.389261090382934,3.8133971459951392
XTB metadynamics,csd_BIDPIN10,162,162,602.7897447627038,1.0,6,0,64,92,6.552062443072868,3.8640368254019473
XTB metadynamics,csd_VAKPIH,96,96,603.4541102126241,1.0,1,0,17,78,7.7365911565721035,6.352148528553937
XTB metadynamics,csd_VALINM30,50,50,606.3747744038701,1.0,0,0,17,33,18.37499316375364,12.127495488077402
XTB metadynamics,csd_CYVIHV10,88,88,603.1263638287783,1.0,0,0,57,31,19.45568915576704,6.85370867987248
XTB metadynamics,pdb_1ESV,241,241,602.2696099579334,1.0,4,0,95,142,4.241335281393897,2.5412219829448666
XTB metadynamics,pdb_1TPS,56,56,605.2299865502864,1.0,0,0,43,13,46.556152811560494,10.807678331255115
XTB metadynamics,pdb_3ABA,106,106,603.0622236058116,1.0,0,0,95,11,54.823838509619236,5.689266260432185
XTB metadynamics,pdb_1NSG,57,57,604.5952772442251,1.0,0,0,47,10,60.459527724422514,10.606934688495178
XTB metadynamics,csd_COHVAW,198,198,602.8820550385863,1.0,10,0,63,125,4.82305644030869,3.206819441694608
XTB metadynamics,csd_CALSAR,326,326,602.1249816827476,1.0,117,0,140,69,8.726449009894893,2.8809807736016633
XTB metadynamics,csd_DEKSAN,35,35,606.6474983468652,1.0,0,0,25,10,60.66474983468652,17.33278566705329
XTB metadynamics,csd_ZAJDUJ,33,33,607.1495070103556,1.0,0,0,15,18,33.73052816724198,18.398469909404714
XTB metadynamics,pdb_2QZK,159,159,602.9561953041703,1.0,39,0,90,30,20.09853984347234,5.024634960868085
XTB metadynamics,pdb_1WUA,42,42,606.1345663946122,1.0,0,0,40,2,303.0672831973061,14.431775390347909
XTB metadynamics,pdb_1SKX,105,105,603.3304255492985,1.0,9,0,73,23,26.231757632578198,6.284691932805193
XTB metadynamics,pdb_1KEG,67,67,604.5470116790384,1.0,0,0,61,6,100.75783527983974,9.023089726552811
XTB metadynamics,csd_CIYKUR,110,110,603.0510398931801,1.0,0,0,104,6,100.50850664886336,5.4822821808470925
XTB metadynamics,pdb_2C7X,137,137,602.8827842827886,1.0,4,0,97,36,16.74674400785524,4.532953265284125
XTB metadynamics,pdb_3EKS,163,163,602.6058125384152,1.0,58,0,36,69,8.73341757302051,5.739102976556335
XTB metadynamics,pdb_1BXO,117,117,602.8877054322511,1.0,1,0,98,18,33.49376141290284,5.197307805450441
XTB metadynamics,csd_AAGGAG10,292,292,602.2080117240548,1.0,24,0,192,76,7.923789627948089,2.2470448198658763
XTB metadynamics,csd_IDIMAJ,89,89,604.1761715058237,1.0,3,0,79,7,86.3108816436891,7.0253043198351595
XTB metadynamics,pdb_1MRL,94,94,603.3462422322482,1.0,0,0,92,2,301.6731211161241,6.418577045023917
XTB metadynamics,pdb_2WEA,161,161,602.7391383778304,1.0,6,0,115,40,15.06847845944576,3.8886396024376153
XTB metadynamics,csd_FIXYEQ,156,156,602.5359564460814,1.0,2,0,99,55,10.955199208110571,3.9125711457537755
